;dengue;year;month;rain;temp;hum;time;denguel0;denguel1;denguel2;denguel3;denguel4;denguel5;denguel6;denguel7;denguel8;denguel9;denguel10;denguel11;denguel12;denguel13;denguel14;denguel15;denguel16;denguel17;denguel18;denguel19;denguel20;denguel21;denguel22;denguel23;denguel24;denguel25;denguel26;denguel27;denguel28;denguel29;denguel30;denguel31;denguel32;denguel33;denguel34;denguel35;denguel36;denguel37;denguel38;denguel39;denguel40;denguel41;denguel42;denguel43;denguel44;denguel45;denguel46;denguel47;denguel48;denguel49;denguel50;denguel51;denguel52;denguel53;denguel54;denguel55;denguel56;denguel57;denguel58;denguel59;denguel60;dengue_ma1323;dengue_ma2535;dengue_ma3747;dengue_ma4959;dengue_ma0211;dengue_ma0223;dengue_ma0235;dengue_ma0247;dengue_ma0259;dengue_ma0212;dengue_ma0224;dengue_ma0236;dengue_ma0248;dengue_ma0260;dengue_ma0213;dengue_ma0225;dengue_ma0237;dengue_ma0249;dengue_ma2324;dengue_ma2425;dengue_ma2335;dengue_ma2435;dengue_ma2337;dengue_ma2437;dengue_ma1136;dengue_ma2348;dengue_ma1248;dengue_ma2448;dengue_ma1348;dengue_ma2548;dengue_ma1148;templ0;templ1;templ2;templ3;templ4;rainl0;rainl1;rainl2;rainl3;rainl4;huml0;huml1;huml2;huml3;huml4;census;figures;irA;irAl0;irAl1;irAl2;irAl3;irAl4;irAl5;irAl6;irAl7;irAl8;irAl9;irAl10;irAl11;irAl12;irAl13;irAl14;irAl15;irAl16;irAl17;irAl18;irAl19;irAl20;irAl21;irAl22;irAl23;irAl24;irAl25;irAl26;irAl27;irAl28;irAl29;irAl30;irAl31;irAl32;irAl33;irAl34;irAl35;irAl36;irAl37;irAl38;irAl39;irAl40;irAl41;irAl42;irAl43;irAl44;irAl45;irAl46;irAl47;irAl48;irAl49;irAl50;irAl51;irAl52;irAl53;irAl54;irAl55;irAl56;irAl57;irAl58;irAl59;irAl60;irB;irBl0;irBl1;irBl2;irBl3;irBl4;irBl5;irBl6;irBl7;irBl8;irBl9;irBl10;irBl11;irBl12;irBl13;irBl14;irBl15;irBl16;irBl17;irBl18;irBl19;irBl20;irBl21;irBl22;irBl23;irBl24;irBl25;irBl26;irBl27;irBl28;irBl29;irBl30;irBl31;irBl32;irBl33;irBl34;irBl35;irBl36;irBl37;irBl38;irBl39;irBl40;irBl41;irBl42;irBl43;irBl44;irBl45;irBl46;irBl47;irBl48;irBl49;irBl50;irBl51;irBl52;irBl53;irBl54;irBl55;irBl56;irBl57;irBl58;irBl59;irBl60
135;29;2012;3;321;#N/A;87;135;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;129;1367;647;648;650;197;1666;2475;3177;3908;299;1828;2529;3258;4037;372;1923;2596;3353;314;257;248;258;219;229;2393;1744;3061;1592;2959;1430;3122;#N/A;26;26;27,2;27,2;321;388;295;389;371;#N/A;-2,850770131;-1,514552302;-0,915192624;-1,65346369;387616;391419;7,48;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;32,94;7,41;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21;28,98
136;44;2012;4;247;#N/A;#N/A;136;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;99;1317;713;563;632;175;1553;2418;3077;3848;236;1705;2514;3216;3947;338;1867;2568;3297;314;314;216;206;216;206;2379;1825;3041;1663;2980;1511;3081;#N/A;#N/A;26;26;27,2;247;321;388;295;389;#N/A;#N/A;-2,850770131;-1,514552302;-0,915192624;387549;391707;11,35;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;25,28;11,23;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46;22,21
137;42;2012;5;63;#N/A;#N/A;137;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;136;1216;811;527;635;164;1420;2393;2974;3741;204;1582;2447;3106;3877;265;1734;2543;3245;370;314;272;226;304;258;2310;1894;2942;1686;2902;1524;2969;#N/A;#N/A;#N/A;26;26;63;247;321;388;295;#N/A;#N/A;#N/A;-2,850770131;-1,514552302;387482;391995;10,84;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;34,74;10,71;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55;30,46
138;36;2012;6;4;#N/A;#N/A;138;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;74;1048;909;520;693;181;1256;2373;2957;3711;208;1464;2437;3018;3785;248;1626;2491;3150;368;370;251;299;214;262;2269;1922;2837;1762;2810;1554;2850;#N/A;#N/A;#N/A;#N/A;26;4;63;247;321;388;#N/A;#N/A;#N/A;#N/A;-2,850770131;387414;392283;9,29;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;18,9;9,18;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4;16,55
139;24;2012;7;0;#N/A;#N/A;139;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;60;915;1026;532;694;210;1138;2324;2947;3693;223;1298;2415;2999;3753;250;1506;2479;3060;296;368;192;216;200;224;2219;1997;2789;1861;2776;1701;2803;#N/A;#N/A;#N/A;#N/A;#N/A;0;4;63;247;321;#N/A;#N/A;#N/A;#N/A;#N/A;387347;392571;6,2;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;15,33;6,11;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8;13,4
140;16;2012;8;#N/A;#N/A;#N/A;140;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;35;792;1130;605;711;232;1038;2304;2965;3694;246;1174;2360;2983;3729;259;1334;2451;3035;207;296;89;154;162;227;2129;2016;2751;1945;2737;1809;2752;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;4;63;247;#N/A;#N/A;#N/A;#N/A;#N/A;387280;392859;4,13;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;8,94;4,07;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34;7,8
141;14;2012;9;#N/A;#N/A;#N/A;141;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;15;735;1248;651;714;255;991;2310;2979;3703;256;1062;2328;2989;3718;270;1198;2384;3007;161;207;113;94;146;127;2081;2088;2734;1998;2733;1927;2742;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;4;63;#N/A;#N/A;#N/A;#N/A;#N/A;387212;393148;3,62;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;3,83;3,56;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33;3,34
142;25;2012;10;67;#N/A;#N/A;142;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;15;646;1296;653;709;263;917;2303;2979;3704;271;1007;2326;2995;3719;272;1078;2344;3005;182;161;116;114;110;108;2072;2170;2732;2078;2724;1988;2741;#N/A;#N/A;#N/A;#N/A;#N/A;67;#N/A;#N/A;0;4;#N/A;#N/A;#N/A;#N/A;#N/A;387145;393436;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;3,83;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77;3,33
143;25;2012;11;222;26,9;87;143;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;17;562;1362;657;708;268;839;2293;2974;3701;277;931;2317;2993;3718;285;1021;2340;3009;211;182;175;148;142;115;2057;2273;2725;2154;2716;2062;2733;26,9;#N/A;#N/A;#N/A;#N/A;222;67;#N/A;#N/A;0;3,947631667;#N/A;#N/A;#N/A;#N/A;387078;393724;6,46;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;4,35;6,35;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77;3,77
144;64;2012;12;407;26,6;88;144;64;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;8;452;1398;632;719;285;745;2262;2950;3718;293;864;2318;2999;3726;302;956;2342;3018;223;211;174;189;128;143;2049;2358;2714;2254;2706;2135;2730;26,6;26,9;#N/A;#N/A;#N/A;407;222;67;#N/A;#N/A;2,516836972;3,947631667;#N/A;#N/A;#N/A;387010;394012;16,54;16,54;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;2,05;16,24;16,24;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26;1,77
145;125;2013;1;493;26,4;88;145;125;64;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;96;356;1447;603;672;294;666;2217;2890;3647;310;770;2287;2975;3743;318;889;2343;3024;177;223;168;199;129;160;2032;2382;2681;2309;2665;2205;2720;26,4;26,6;26,9;#N/A;#N/A;493;407;222;67;#N/A;1,245235949;2,516836972;3,947631667;#N/A;#N/A;386943;394737;32,3;32,3;16,54;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;24,55;31,67;31,67;16,24;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01;21,26
146;169;2013;2;369;26,4;89;146;169;125;64;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;95;299;1456;606;662;319;657;2186;2887;3616;358;730;2281;2954;3711;374;834;2351;3039;175;177;264;235;172;143;1991;2399;2635;2297;2596;2224;2664;26,4;26,4;26,6;26,9;#N/A;369;493;407;222;67;3,905341357;1,245235949;2,516836972;3,947631667;#N/A;386875;395462;43,68;43,68;32,3;16,54;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;24,3;42,73;42,73;31,67;16,24;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9;21,01
147;145;2013;3;246;27;87;147;145;169;125;64;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;81;236;1367;647;648;415;680;2149;2958;3660;444;782;2311;3012;3741;483;855;2406;3079;163;175;213;254;156;197;1940;2393;2597;2332;2568;2230;2641;27;26,4;26,4;26,6;26,9;246;369;493;407;222;4,072099388;3,905341357;1,245235949;2,516836972;3,947631667;386808;396186;37,49;37,49;43,68;32,3;16,54;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;20,72;36,6;36,6;42,73;31,67;16,24;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68;17,9
148;124;2013;4;113;27,2;87;148;124;145;169;125;64;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;139;204;1317;713;563;540;788;2166;3031;3690;584;849;2318;3127;3829;613;951;2480;3181;101;163;202;223;202;223;1820;2379;2587;2339;2543;2278;2629;27,2;27;26,4;26,4;26,6;113;246;369;493;407;6,873624058;4,072099388;3,905341357;1,245235949;2,516836972;386741;396911;32,06;32,06;37,49;43,68;32,3;16,54;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;35,57;31,24;31,24;36,6;42,73;31,67;16,24;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1;30,68
149;75;2013;5;222;26,7;89;149;75;124;145;169;125;64;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;132;208;1216;811;527;643;893;2149;3122;3703;685;933;2311;3176;3835;729;994;2463;3272;67;101;235;248;179;192;1704;2310;2533;2283;2491;2243;2569;26,7;27,2;27;26,4;26,4;222;113;246;369;493;7,569566839;6,873624058;4,072099388;3,905341357;1,245235949;386673;397636;19,4;19,4;32,06;37,49;43,68;32,3;16,54;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;33,78;18,86;18,86;31,24;36,6;42,73;31,67;16,24;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44;29,1
150;88;2013;6;152;26,2;90;150;88;75;124;145;169;125;64;25;25;14;16;24;36;42;44;29;39;16;8;9;8;1;14;13;27;40;61;102;73;104;119;92;90;71;136;160;208;162;152;162;95;70;56;24;23;18;56;91;64;54;96;54;67;85;49;19;16;10;18;52;61;223;1048;909;520;731;990;2065;3182;3766;767;1017;2273;3246;3827;809;1057;2435;3300;40;67;173;187;175;189;1566;2269;2515;2256;2479;2229;2539;26,2;26,7;27,2;27;26,4;152;222;113;246;369;9,887895456;7,569566839;6,873624058;4,072099388;3,905341357;386606;398360;22,76;22,76;19,4;32,06;37,49;43,68;32,3;16,54;6,46;6,46;3,62;4,13;6,2;9,29;10,84;11,35;7,48;10,06;4,13;2,06;2,32;2,06;0,26;3,61;3,35;6,95;10,3;15,71;26,26;18,79;26,77;30,62;23,67;23,15;18,26;34,97;41,13;53,47;41,63;39,06;41,62;24,4;17,98;14,38;6,16;5,9;4,62;14,37;23,35;16,42;13,85;24,62;13,84;17,17;21,79;12,56;4,87;4,1;2,56;4,61;13,31;15,62;22,09;22,09;18,86;31,24;36,6;42,73;31,67;16,24;6,35;6,35;3,56;4,07;6,11;9,18;10,71;11,23;7,41;9,97;4,09;2,05;2,31;2,05;0,26;3,59;3,34;6,93;10,27;15,67;26,21;18,77;26,75;30,62;23,3;22,44;17,44;32,9;38,14;48,86;37,51;34,7;36,47;21,09;15,33;12,1;5,19;4,98;3,9;12,15;19,77;13,92;11,76;20,92;11,78;14,63;18,58;10,72;4,16;3,51;2,2;3,96;11,44;13,44
